# BUSCO version is: 4.1.3 
# The lineage dataset is: nostocales_odb10 (Creation date: 2020-03-06, number of species: 32, number of BUSCOs: 1899)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length	OrthoDB url	Description
3502at1161	Complete	Anabaena_cylindrica_PCC_7122_4484	5062660	5063907	726.7	362	https://www.orthodb.org/v10?query=3502at1161	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
3504at1161	Complete	Anabaena_cylindrica_PCC_7122_2077	2364965	2366362	759.1	414	https://www.orthodb.org/v10?query=3504at1161	amidase
3521at1161	Complete	Anabaena_cylindrica_PCC_7122_4518	5097400	5098536	718.3	342	https://www.orthodb.org/v10?query=3521at1161	Cob(I)yrinic acid a,c-diamide adenosyltransferase
3525at1161	Complete	Anabaena_cylindrica_PCC_7122_935	1107763	1109118	775.9	397	https://www.orthodb.org/v10?query=3525at1161	Four-carbon acid sugar kinase, N-terminal domain
3527at1161	Complete	Anabaena_cylindrica_PCC_7122_4433	4999634	5001001	646.6	366	https://www.orthodb.org/v10?query=3527at1161	2-succinylbenzoate-CoA ligase
3536at1161	Complete	Anabaena_cylindrica_PCC_7122_4604	5197501	5198811	713.4	380	https://www.orthodb.org/v10?query=3536at1161	CNNM, transmembrane domain
3542at1161	Complete	Anabaena_cylindrica_PCC_7122_2897	3303872	3305122	680.4	332	https://www.orthodb.org/v10?query=3542at1161	RNA polymerase sigma factor
3543at1161	Complete	Anabaena_cylindrica_PCC_7122_2069	2355949	2357274	633.2	357	https://www.orthodb.org/v10?query=3543at1161	folylpolyglutamate synthase
3547at1161	Complete	Anabaena_cylindrica_PCC_7122_2375	2674960	2676684	794.2	475	https://www.orthodb.org/v10?query=3547at1161	Histidine kinase
3559at1161	Complete	Anabaena_cylindrica_PCC_7122_1678	1930891	1932306	775.7	402	https://www.orthodb.org/v10?query=3559at1161	Cell envelope-related transcriptional attenuator
3571at1161	Complete	Anabaena_cylindrica_PCC_7122_770	935452	936735	773.7	349	https://www.orthodb.org/v10?query=3571at1161	exopolyphosphatase-like protein
3578at1161	Complete	Anabaena_cylindrica_PCC_7122_807	968680	969864	730.7	356	https://www.orthodb.org/v10?query=3578at1161	Acyl-CoA N-acyltransferase
3579at1161	Complete	Anabaena_cylindrica_PCC_7122_5292	5978587	5979771	638.7	340	https://www.orthodb.org/v10?query=3579at1161	coproporphyrinogen III oxidase
3587at1161	Complete	Anabaena_cylindrica_PCC_7122_467	578330	579724	773.1	405	https://www.orthodb.org/v10?query=3587at1161	tRNA modification GTPase MnmE
3594at1161	Complete	Anabaena_cylindrica_PCC_7122_5328	6025099	6026280	691.7	348	https://www.orthodb.org/v10?query=3594at1161	hydrolase
3597at1161	Complete	Anabaena_cylindrica_PCC_7122_4142	4654871	4656091	699.3	335	https://www.orthodb.org/v10?query=3597at1161	A0A0T7BXN2_9CYAN
3605at1161	Complete	Anabaena_cylindrica_PCC_7122_872	1044099	1045775	739.6	402	https://www.orthodb.org/v10?query=3605at1161	Signal recognition particle receptor FtsY
3606at1161	Complete	Anabaena_cylindrica_PCC_7122_563	686507	687697	696.3	343	https://www.orthodb.org/v10?query=3606at1161	ATPase involved in DNA repair
3609at1161	Complete	Anabaena_cylindrica_PCC_7122_4157	4671536	4672885	795.9	415	https://www.orthodb.org/v10?query=3609at1161	magnesium transporter
3615at1161	Complete	Anabaena_cylindrica_PCC_7122_2264	2541300	2542532	716.9	353	https://www.orthodb.org/v10?query=3615at1161	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
3622at1161	Complete	Anabaena_cylindrica_PCC_7122_4427	4993123	4994430	769.4	389	https://www.orthodb.org/v10?query=3622at1161	Gamma-glutamyl phosphate reductase
3630at1161	Complete	Anabaena_cylindrica_PCC_7122_506	624861	625997	726.1	342	https://www.orthodb.org/v10?query=3630at1161	Citrate synthase
3633at1161	Complete	Anabaena_cylindrica_PCC_7122_2598	2961678	2963003	750.4	386	https://www.orthodb.org/v10?query=3633at1161	histidinol dehydrogenase
3641at1161	Complete	Anabaena_cylindrica_PCC_7122_299	363618	364880	669.6	353	https://www.orthodb.org/v10?query=3641at1161	sugar ABC transporter ATP-binding protein
3645at1161	Complete	Anabaena_cylindrica_PCC_7122_4302	4843253	4844599	696.4	384	https://www.orthodb.org/v10?query=3645at1161	CBS domain-containing protein
3646at1161	Complete	Anabaena_cylindrica_PCC_7122_4886	5516226	5517551	749.5	384	https://www.orthodb.org/v10?query=3646at1161	radical SAM protein
3649at1161	Complete	Anabaena_cylindrica_PCC_7122_5500	6248648	6250108	653.4	409	https://www.orthodb.org/v10?query=3649at1161	Protein of unknown function DUF4335
3650at1161	Complete	Anabaena_cylindrica_PCC_7122_1975	2257011	2258549	707.4	422	https://www.orthodb.org/v10?query=3650at1161	apolipoprotein N-acyltransferase
3655at1161	Complete	Anabaena_cylindrica_PCC_7122_4179	4692915	4694162	752.0	380	https://www.orthodb.org/v10?query=3655at1161	beta-ketoacyl-
3663at1161	Complete	Anabaena_cylindrica_PCC_7122_4326	4868503	4869654	574.8	301	https://www.orthodb.org/v10?query=3663at1161	Queuine tRNA-ribosyltransferase
3694at1161	Complete	Anabaena_cylindrica_PCC_7122_5628	6386439	6387788	478.7	347	https://www.orthodb.org/v10?query=3694at1161	3-phosphoshikimate 1-carboxyvinyltransferase
3704at1161	Complete	Anabaena_cylindrica_PCC_7122_4793	5409132	5410208	672.3	316	https://www.orthodb.org/v10?query=3704at1161	fatty acid desaturase
3714at1161	Complete	Anabaena_cylindrica_PCC_7122_2279	2557617	2559011	776.2	409	https://www.orthodb.org/v10?query=3714at1161	UDP-N-acetylmuramoylalanine-D-glutamate ligase
3732at1161	Complete	Anabaena_cylindrica_PCC_7122_3947	4473516	4474829	706.2	370	https://www.orthodb.org/v10?query=3732at1161	Protein translocase subunit SecY
3741at1161	Complete	Anabaena_cylindrica_PCC_7122_3370	3832910	3834085	772.6	375	https://www.orthodb.org/v10?query=3741at1161	nuclease
3742at1161	Complete	Anabaena_cylindrica_PCC_7122_1887	2140172	2141512	566.1	357	https://www.orthodb.org/v10?query=3742at1161	Conserved hypothetical protein CHP03492
3755at1161	Complete	Anabaena_cylindrica_PCC_7122_3706	4220625	4221857	739.5	351	https://www.orthodb.org/v10?query=3755at1161	acetyltransferase
3762at1161	Complete	Anabaena_cylindrica_PCC_7122_486	598001	599134	666.2	337	https://www.orthodb.org/v10?query=3762at1161	carbon dioxide transporter
3765at1161	Complete	Anabaena_cylindrica_PCC_7122_835	1003752	1005008	689.2	352	https://www.orthodb.org/v10?query=3765at1161	Rho termination protein
3779at1161	Complete	Anabaena_cylindrica_PCC_7122_3035	3445894	3447087	670.7	351	https://www.orthodb.org/v10?query=3779at1161	tyrosine--tRNA ligase
3783at1161	Complete	Anabaena_cylindrica_PCC_7122_1027	1214083	1215471	702.2	389	https://www.orthodb.org/v10?query=3783at1161	Cobyrinate a,c-diamide synthase
3784at1161	Complete	Anabaena_cylindrica_PCC_7122_3620	4119971	4121467	829.3	454	https://www.orthodb.org/v10?query=3784at1161	peptidase M50
3796at1161	Complete	Anabaena_cylindrica_PCC_7122_2017	2302421	2303614	610.4	332	https://www.orthodb.org/v10?query=3796at1161	NADH dehydrogenase
3797at1161	Complete	Anabaena_cylindrica_PCC_7122_5284	5970429	5971631	706.4	361	https://www.orthodb.org/v10?query=3797at1161	phosphoglycerate kinase
3800at1161	Complete	Anabaena_cylindrica_PCC_7122_5378	6091193	6092449	666.4	367	https://www.orthodb.org/v10?query=3800at1161	von Willebrand factor type A
3804at1161	Complete	Anabaena_cylindrica_PCC_7122_820	987578	988951	758.1	399	https://www.orthodb.org/v10?query=3804at1161	Putative gluconeogenesis factor
3822at1161	Complete	Anabaena_cylindrica_PCC_7122_2820	3210652	3212055	788.5	443	https://www.orthodb.org/v10?query=3822at1161	NAD(P) transhydrogenase subunit beta
3825at1161	Complete	Anabaena_cylindrica_PCC_7122_5023	5674524	5675669	582.3	323	https://www.orthodb.org/v10?query=3825at1161	sporulation protein
3829at1161	Complete	Anabaena_cylindrica_PCC_7122_1446	1683750	1684919	613.7	331	https://www.orthodb.org/v10?query=3829at1161	serine/threonine protein kinase
3830at1161	Complete	Anabaena_cylindrica_PCC_7122_4725	5335367	5336638	654.4	363	https://www.orthodb.org/v10?query=3830at1161	peptidase M16
3844at1161	Complete	Anabaena_cylindrica_PCC_7122_4901	5533765	5535195	751.6	428	https://www.orthodb.org/v10?query=3844at1161	MFS transporter
3864at1161	Complete	Anabaena_cylindrica_PCC_7122_5360	6064825	6065901	678.6	321	https://www.orthodb.org/v10?query=3864at1161	Magnesium-protoporphyrin IX monomethyl ester 
3870at1161	Complete	Anabaena_cylindrica_PCC_7122_2113	2404511	2405785	731.1	357	https://www.orthodb.org/v10?query=3870at1161	Cysteine desulfurase
3871at1161	Complete	Anabaena_cylindrica_PCC_7122_4144	4657309	4658580	663.2	363	https://www.orthodb.org/v10?query=3871at1161	Putative nickel insertion protein
3873at1161	Complete	Anabaena_cylindrica_PCC_7122_5348	6050978	6052336	728.6	392	https://www.orthodb.org/v10?query=3873at1161	Protein of unknown function DUF3370
3887at1161	Complete	Anabaena_cylindrica_PCC_7122_1750	2006802	2007986	705.9	345	https://www.orthodb.org/v10?query=3887at1161	Methyltransferase type 11
3895at1161	Complete	Anabaena_cylindrica_PCC_7122_5321	6014181	6015881	673.0	433	https://www.orthodb.org/v10?query=3895at1161	serine/threonine protein kinase
3923at1161	Complete	Anabaena_cylindrica_PCC_7122_3654	4157536	4158693	633.4	319	https://www.orthodb.org/v10?query=3923at1161	carbamoyl phosphate synthase small subunit
3931at1161	Duplicated	Anabaena_cylindrica_PCC_7122_2579	2934066	2935121	715.3	329	https://www.orthodb.org/v10?query=3931at1161	Photosystem II D2 protein
3931at1161	Duplicated	Anabaena_cylindrica_PCC_7122_3467	3941249	3942304	715.3	329	https://www.orthodb.org/v10?query=3931at1161	Photosystem II D2 protein
3939at1161	Complete	Anabaena_cylindrica_PCC_7122_707	838922	840157	662.4	342	https://www.orthodb.org/v10?query=3939at1161	peptidase
3960at1161	Complete	Anabaena_cylindrica_PCC_7122_4726	5336720	5337961	694.6	370	https://www.orthodb.org/v10?query=3960at1161	peptidase M16
3962at1161	Complete	Anabaena_cylindrica_PCC_7122_2373	2672429	2673718	708.8	377	https://www.orthodb.org/v10?query=3962at1161	homoserine dehydrogenase
3970at1161	Complete	Anabaena_cylindrica_PCC_7122_4539	5125151	5126653	791.0	426	https://www.orthodb.org/v10?query=3970at1161	NAD(P)H-quinone oxidoreductase subunit D4
3996at1161	Complete	Anabaena_cylindrica_PCC_7122_2490	2822781	2824010	460.0	249	https://www.orthodb.org/v10?query=3996at1161	Elongation factor Tu
3999at1161	Complete	Anabaena_cylindrica_PCC_7122_5302	5988267	5989601	801.1	416	https://www.orthodb.org/v10?query=3999at1161	Potassium uptake protein, TrkH family
4002at1161	Complete	Anabaena_cylindrica_PCC_7122_3527	3999052	4000458	724.6	413	https://www.orthodb.org/v10?query=4002at1161	putative bicarbonate transporter, IctB family
4009at1161	Complete	Anabaena_cylindrica_PCC_7122_1813	2060852	2062021	664.3	327	https://www.orthodb.org/v10?query=4009at1161	hydrogenase formation protein HypD
4011at1161	Complete	Anabaena_cylindrica_PCC_7122_519	637580	638788	678.8	353	https://www.orthodb.org/v10?query=4011at1161	alanine racemase
4012at1161	Complete	Anabaena_cylindrica_PCC_7122_362	441034	442248	631.4	341	https://www.orthodb.org/v10?query=4012at1161	phosphopantothenate synthase
4022at1161	Complete	Anabaena_cylindrica_PCC_7122_5181	5851434	5852531	640.6	318	https://www.orthodb.org/v10?query=4022at1161	tocopherol cyclase
4030at1161	Complete	Anabaena_cylindrica_PCC_7122_16	20044	21192	608.3	329	https://www.orthodb.org/v10?query=4030at1161	Beta sliding clamp
4033at1161	Complete	Anabaena_cylindrica_PCC_7122_3802	4336473	4337723	704.5	372	https://www.orthodb.org/v10?query=4033at1161	CinA-like protein
4054at1161	Complete	Anabaena_cylindrica_PCC_7122_1737	1995127	1996299	737.0	351	https://www.orthodb.org/v10?query=4054at1161	molybdenum cofactor biosynthesis protein MoeB
4060at1161	Complete	Anabaena_cylindrica_PCC_7122_2291	2573230	2574561	622.6	350	https://www.orthodb.org/v10?query=4060at1161	Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family
4062at1161	Complete	Anabaena_cylindrica_PCC_7122_1958	2231855	2233114	645.5	353	https://www.orthodb.org/v10?query=4062at1161	Lipid-A-disaccharide synthase
4063at1161	Complete	Anabaena_cylindrica_PCC_7122_2226	2509651	2510982	758.0	393	https://www.orthodb.org/v10?query=4063at1161	nitrogenase molybdenum-cofactor biosynthesis protein NifN
4066at1161	Complete	Anabaena_cylindrica_PCC_7122_4438	5007751	5009079	728.4	383	https://www.orthodb.org/v10?query=4066at1161	ATPase (AAA+ superfamily)
4069at1161	Complete	Anabaena_cylindrica_PCC_7122_1827	2073386	2074516	628.4	329	https://www.orthodb.org/v10?query=4069at1161	oxidoreductase
4079at1161	Complete	Anabaena_cylindrica_PCC_7122_2995	3399216	3400685	613.5	388	https://www.orthodb.org/v10?query=4079at1161	D-alanyl-D-alanine carboxypeptidase
4080at1161	Complete	Anabaena_cylindrica_PCC_7122_1680	1932928	1934325	699.9	371	https://www.orthodb.org/v10?query=4080at1161	nicotinate phosphoribosyltransferase
4085at1161	Complete	Anabaena_cylindrica_PCC_7122_5093	5745545	5746633	631.2	317	https://www.orthodb.org/v10?query=4085at1161	chorismate synthase
4086at1161	Complete	Anabaena_cylindrica_PCC_7122_1617	1860940	1862019	664.3	308	https://www.orthodb.org/v10?query=4086at1161	GDP-mannose 4,6-dehydratase
4087at1161	Complete	Anabaena_cylindrica_PCC_7122_4713	5322769	5323932	648.8	334	https://www.orthodb.org/v10?query=4087at1161	ferrochelatase
4107at1161	Complete	Anabaena_cylindrica_PCC_7122_5600	6357371	6358612	725.8	375	https://www.orthodb.org/v10?query=4107at1161	Arginine biosynthesis bifunctional protein ArgJ
4112at1161	Complete	Anabaena_cylindrica_PCC_7122_2822	3212405	3213559	691.7	345	https://www.orthodb.org/v10?query=4112at1161	NAD(P)(+) transhydrogenase (AB-specific)
4132at1161	Complete	Anabaena_cylindrica_PCC_7122_1619	1863364	1864506	673.5	337	https://www.orthodb.org/v10?query=4132at1161	glycosyl transferase family 1
4133at1161	Complete	Anabaena_cylindrica_PCC_7122_5184	5853953	5855116	742.4	360	https://www.orthodb.org/v10?query=4133at1161	guanosine monophosphate reductase
4142at1161	Complete	Anabaena_cylindrica_PCC_7122_2733	3112289	3113761	680.0	423	https://www.orthodb.org/v10?query=4142at1161	RND family efflux transporter MFP subunit
4146at1161	Complete	Anabaena_cylindrica_PCC_7122_4636	5231721	5233346	796.3	464	https://www.orthodb.org/v10?query=4146at1161	ABC transporter
4151at1161	Complete	Anabaena_cylindrica_PCC_7122_4306	4848010	4849146	674.0	339	https://www.orthodb.org/v10?query=4151at1161	plasmid segregation actin-type ATPase ParM
4164at1161	Complete	Anabaena_cylindrica_PCC_7122_2359	2656002	2657168	683.3	345	https://www.orthodb.org/v10?query=4164at1161	Aminotransferase
4173at1161	Complete	Anabaena_cylindrica_PCC_7122_5585	6336682	6338085	828.1	437	https://www.orthodb.org/v10?query=4173at1161	trigger factor
4180at1161	Complete	Anabaena_cylindrica_PCC_7122_2850	3241875	3243152	798.7	367	https://www.orthodb.org/v10?query=4180at1161	transcription termination factor NusA
4183at1161	Complete	Anabaena_cylindrica_PCC_7122_3696	4206810	4208162	721.7	393	https://www.orthodb.org/v10?query=4183at1161	N-acetylmuramoyl-L-alanine amidase
4204at1161	Complete	Anabaena_cylindrica_PCC_7122_4364	4906838	4907962	669.0	323	https://www.orthodb.org/v10?query=4204at1161	twitching motility protein PilT
4213at1161	Complete	Anabaena_cylindrica_PCC_7122_2610	2975672	2976949	703.3	383	https://www.orthodb.org/v10?query=4213at1161	peptidase M16
4216at1161	Complete	Anabaena_cylindrica_PCC_7122_316	387682	389058	727.2	407	https://www.orthodb.org/v10?query=4216at1161	small GTP-binding protein
4219at1161	Complete	Anabaena_cylindrica_PCC_7122_1991	2275387	2277627	624.1	517	https://www.orthodb.org/v10?query=4219at1161	A0A0S3P7R1_9NOSO
4220at1161	Complete	Anabaena_cylindrica_PCC_7122_5407	6117348	6118421	693.1	326	https://www.orthodb.org/v10?query=4220at1161	fructose-1,6-bisphosphate aldolase
4237at1161	Complete	Anabaena_cylindrica_PCC_7122_1842	2090851	2091966	598.9	303	https://www.orthodb.org/v10?query=4237at1161	ferrochelatase
4238at1161	Complete	Anabaena_cylindrica_PCC_7122_4368	4914159	4915292	687.8	340	https://www.orthodb.org/v10?query=4238at1161	Chaperone protein DnaJ
4242at1161	Complete	Anabaena_cylindrica_PCC_7122_2535	2872765	2873970	643.0	345	https://www.orthodb.org/v10?query=4242at1161	histidine kinase
4283at1161	Complete	Anabaena_cylindrica_PCC_7122_3383	3850690	3851847	608.6	339	https://www.orthodb.org/v10?query=4283at1161	cysteine lyase
4286at1161	Complete	Anabaena_cylindrica_PCC_7122_1497	1747773	1749143	678.1	384	https://www.orthodb.org/v10?query=4286at1161	FHA domain containing protein
4303at1161	Complete	Anabaena_cylindrica_PCC_7122_3549	4029556	4030812	632.8	362	https://www.orthodb.org/v10?query=4303at1161	carbohydrate kinase
4307at1161	Complete	Anabaena_cylindrica_PCC_7122_292	353102	354130	636.4	309	https://www.orthodb.org/v10?query=4307at1161	NAD-dependent dehydratase
4309at1161	Complete	Anabaena_cylindrica_PCC_7122_3400	3869842	3870861	651.8	310	https://www.orthodb.org/v10?query=4309at1161	long-chain acyl-
4311at1161	Complete	Anabaena_cylindrica_PCC_7122_2827	3216095	3217252	648.0	332	https://www.orthodb.org/v10?query=4311at1161	membrane protein insertase YidC
4318at1161	Complete	Anabaena_cylindrica_PCC_7122_709	841381	842859	682.0	421	https://www.orthodb.org/v10?query=4318at1161	peptidase M50
4327at1161	Complete	Anabaena_cylindrica_PCC_7122_4802	5419261	5420529	637.1	367	https://www.orthodb.org/v10?query=4327at1161	Tetratricopeptide TPR_2 repeat-containing protein
4336at1161	Duplicated	Anabaena_cylindrica_PCC_7122_3765	4293640	4294686	568.9	286	https://www.orthodb.org/v10?query=4336at1161	coproporphyrinogen III oxidase
4336at1161	Duplicated	Anabaena_cylindrica_PCC_7122_3456	3931142	3932224	503.9	284	https://www.orthodb.org/v10?query=4336at1161	coproporphyrinogen III oxidase
4363at1161	Complete	Anabaena_cylindrica_PCC_7122_485	596397	597899	784.1	405	https://www.orthodb.org/v10?query=4363at1161	NAD(P)H-quinone oxidoreductase subunit D4
4366at1161	Complete	Anabaena_cylindrica_PCC_7122_391	485440	487191	738.0	520	https://www.orthodb.org/v10?query=4366at1161	A0A0S3PKE1_9NOSO
4372at1161	Complete	Anabaena_cylindrica_PCC_7122_4436	5005665	5006903	582.7	352	https://www.orthodb.org/v10?query=4372at1161	aminoglycoside phosphotransferase
4386at1161	Complete	Anabaena_cylindrica_PCC_7122_3981	4508481	4509617	679.8	337	https://www.orthodb.org/v10?query=4386at1161	glycosyl transferase
4391at1161	Complete	Anabaena_cylindrica_PCC_7122_1644	1890538	1891881	617.1	386	https://www.orthodb.org/v10?query=4391at1161	histidine kinase
4400at1161	Complete	Anabaena_cylindrica_PCC_7122_2371	2669086	2670087	675.7	306	https://www.orthodb.org/v10?query=4400at1161	phosphoribulokinase
4410at1161	Complete	Anabaena_cylindrica_PCC_7122_4094	4603845	4605347	673.6	410	https://www.orthodb.org/v10?query=4410at1161	dolichyl-phosphate-mannose--protein O-mannosyl transferase
4413at1161	Complete	Anabaena_cylindrica_PCC_7122_1420	1659481	1661061	699.1	405	https://www.orthodb.org/v10?query=4413at1161	membrane protein
4415at1161	Complete	Anabaena_cylindrica_PCC_7122_1023	1208219	1209268	627.8	301	https://www.orthodb.org/v10?query=4415at1161	Fructose-1,6-bisphosphatase class 1
4417at1161	Complete	Anabaena_cylindrica_PCC_7122_1853	2100035	2101171	685.2	336	https://www.orthodb.org/v10?query=4417at1161	phosphoribosylglycinamide formyltransferase 2
4421at1161	Complete	Anabaena_cylindrica_PCC_7122_298	362156	363523	654.1	368	https://www.orthodb.org/v10?query=4421at1161	response regulator
4423at1161	Complete	Anabaena_cylindrica_PCC_7122_5255	5932640	5933692	675.7	319	https://www.orthodb.org/v10?query=4423at1161	uroporphyrinogen decarboxylase
4431at1161	Complete	Anabaena_cylindrica_PCC_7122_2680	3046099	3047157	615.3	315	https://www.orthodb.org/v10?query=4431at1161	N-acetyl-gamma-glutamyl-phosphate reductase
4433at1161	Complete	Anabaena_cylindrica_PCC_7122_2713	3086531	3087700	666.7	340	https://www.orthodb.org/v10?query=4433at1161	Homocysteine biosynthesis enzyme, sulfur-incorporation
4434at1161	Complete	Anabaena_cylindrica_PCC_7122_3164	3607582	3608760	619.6	342	https://www.orthodb.org/v10?query=4434at1161	ABC transporter permease
4446at1161	Complete	Anabaena_cylindrica_PCC_7122_1107	1310931	1312100	680.5	351	https://www.orthodb.org/v10?query=4446at1161	Cysteine desulfurase IscS
4471at1161	Complete	Anabaena_cylindrica_PCC_7122_2095	2382403	2383620	650.0	357	https://www.orthodb.org/v10?query=4471at1161	acetate kinase
4472at1161	Complete	Anabaena_cylindrica_PCC_7122_4363	4905457	4906680	696.8	367	https://www.orthodb.org/v10?query=4472at1161	Type II secretion system F domain protein
4476at1161	Complete	Anabaena_cylindrica_PCC_7122_888	1059939	1061294	431.0	341	https://www.orthodb.org/v10?query=4476at1161	ergothioneine biosynthesis protein EgtB
4481at1161	Complete	Anabaena_cylindrica_PCC_7122_2059	2344927	2346426	638.5	409	https://www.orthodb.org/v10?query=4481at1161	mercuric reductase
4489at1161	Complete	Anabaena_cylindrica_PCC_7122_3972	4497703	4498863	614.3	343	https://www.orthodb.org/v10?query=4489at1161	lipid-A-disaccharide synthase
4490at1161	Complete	Anabaena_cylindrica_PCC_7122_2904	3313575	3314741	659.9	345	https://www.orthodb.org/v10?query=4490at1161	aspartate aminotransferase
4493at1161	Complete	Anabaena_cylindrica_PCC_7122_3625	4125641	4126861	561.5	347	https://www.orthodb.org/v10?query=4493at1161	glycosyl transferase family 1
4501at1161	Complete	Anabaena_cylindrica_PCC_7122_3894	4424187	4425224	590.6	294	https://www.orthodb.org/v10?query=4501at1161	adenosine deaminase
4512at1161	Complete	Anabaena_cylindrica_PCC_7122_3122	3549847	3551142	639.5	368	https://www.orthodb.org/v10?query=4512at1161	dihydroorotase
4515at1161	Complete	Anabaena_cylindrica_PCC_7122_1834	2081159	2082445	662.6	342	https://www.orthodb.org/v10?query=4515at1161	RlpA-like domain superfamily
4517at1161	Complete	Anabaena_cylindrica_PCC_7122_1694	1945383	1946726	655.7	376	https://www.orthodb.org/v10?query=4517at1161	SUF system FeS cluster assembly, SufBD
4523at1161	Complete	Anabaena_cylindrica_PCC_7122_2049	2335730	2336935	641.4	332	https://www.orthodb.org/v10?query=4523at1161	serine protease
4535at1161	Complete	Anabaena_cylindrica_PCC_7122_3958	4480936	4482030	668.6	326	https://www.orthodb.org/v10?query=4535at1161	peptide chain release factor 1
4539at1161	Complete	Anabaena_cylindrica_PCC_7122_2802	3194992	3196134	653.3	330	https://www.orthodb.org/v10?query=4539at1161	FO synthase subunit 2
4546at1161	Complete	Anabaena_cylindrica_PCC_7122_2529	2866955	2868385	690.3	398	https://www.orthodb.org/v10?query=4546at1161	Histidine kinase
4550at1161	Complete	Anabaena_cylindrica_PCC_7122_464	574753	575901	670.0	347	https://www.orthodb.org/v10?query=4550at1161	glutamine--scyllo-inositol aminotransferase
4553at1161	Complete	Anabaena_cylindrica_PCC_7122_1838	2085979	2087241	650.8	372	https://www.orthodb.org/v10?query=4553at1161	MFS transporter
4555at1161	Complete	Anabaena_cylindrica_PCC_7122_5167	5833458	5834801	585.5	375	https://www.orthodb.org/v10?query=4555at1161	polymerase
4587at1161	Complete	Anabaena_cylindrica_PCC_7122_313	384277	385446	683.8	355	https://www.orthodb.org/v10?query=4587at1161	group 1 glycosyl transferase
4598at1161	Complete	Anabaena_cylindrica_PCC_7122_2258	2534758	2535852	654.4	310	https://www.orthodb.org/v10?query=4598at1161	threonine synthase
4599at1161	Complete	Anabaena_cylindrica_PCC_7122_269	324873	325979	632.0	334	https://www.orthodb.org/v10?query=4599at1161	peptidyl-prolyl cis-trans isomerase
4602at1161	Complete	Anabaena_cylindrica_PCC_7122_773	938786	939970	631.2	332	https://www.orthodb.org/v10?query=4602at1161	glycine cleavage system protein T
4603at1161	Complete	Anabaena_cylindrica_PCC_7122_4697	5306752	5307867	586.6	324	https://www.orthodb.org/v10?query=4603at1161	ABC transporter substrate-binding protein
4609at1161	Complete	Anabaena_cylindrica_PCC_7122_2848	3239664	3241109	726.3	422	https://www.orthodb.org/v10?query=4609at1161	A0A0C1R5J8_9CYAN
4618at1161	Complete	Anabaena_cylindrica_PCC_7122_1477	1718084	1719193	708.7	339	https://www.orthodb.org/v10?query=4618at1161	S-(hydroxymethyl)glutathione dehydrogenase
4623at1161	Complete	Anabaena_cylindrica_PCC_7122_4876	5501578	5502870	680.8	399	https://www.orthodb.org/v10?query=4623at1161	MFS transporter
4629at1161	Complete	Anabaena_cylindrica_PCC_7122_2023	2308659	2309843	653.5	352	https://www.orthodb.org/v10?query=4629at1161	cysteine desulfurase
4633at1161	Complete	Anabaena_cylindrica_PCC_7122_3409	3878134	3879366	667.4	356	https://www.orthodb.org/v10?query=4633at1161	Zinc metalloprotease
4644at1161	Complete	Anabaena_cylindrica_PCC_7122_3920	4451734	4452882	659.4	336	https://www.orthodb.org/v10?query=4644at1161	glycosyl transferase
4653at1161	Complete	Anabaena_cylindrica_PCC_7122_4304	4845958	4847040	609.7	295	https://www.orthodb.org/v10?query=4653at1161	oxidoreductase
4662at1161	Complete	Anabaena_cylindrica_PCC_7122_247	302181	303227	666.1	319	https://www.orthodb.org/v10?query=4662at1161	sorbitol dehydrogenase
4669at1161	Complete	Anabaena_cylindrica_PCC_7122_3227	3683063	3684307	627.9	356	https://www.orthodb.org/v10?query=4669at1161	flavoprotein
4674at1161	Complete	Anabaena_cylindrica_PCC_7122_2093	2379326	2380825	591.8	349	https://www.orthodb.org/v10?query=4674at1161	glycolate oxidase
4681at1161	Complete	Anabaena_cylindrica_PCC_7122_1488	1729909	1732665	812.9	525	https://www.orthodb.org/v10?query=4681at1161	phosphate ABC transporter substrate-binding protein
4682at1161	Complete	Anabaena_cylindrica_PCC_7122_502	621403	622428	605.6	296	https://www.orthodb.org/v10?query=4682at1161	Glyceraldehyde-3-phosphate dehydrogenase
4683at1161	Complete	Anabaena_cylindrica_PCC_7122_3189	3639982	3641133	606.2	315	https://www.orthodb.org/v10?query=4683at1161	spermidine/putrescine ABC transporter ATP-binding protein
4697at1161	Complete	Anabaena_cylindrica_PCC_7122_283	343598	344698	653.2	325	https://www.orthodb.org/v10?query=4697at1161	group 1 glycosyl transferase
4713at1161	Complete	Anabaena_cylindrica_PCC_7122_4740	5356641	5357771	625.3	341	https://www.orthodb.org/v10?query=4713at1161	heparan-alpha-glucosaminide N-acetyltransferase
4719at1161	Complete	Anabaena_cylindrica_PCC_7122_2022	2306767	2308398	752.6	451	https://www.orthodb.org/v10?query=4719at1161	competence protein ComE
4727at1161	Complete	Anabaena_cylindrica_PCC_7122_2722	3098168	3099346	635.9	326	https://www.orthodb.org/v10?query=4727at1161	RNA polymerase sigma factor RpoD
4732at1161	Complete	Anabaena_cylindrica_PCC_7122_1114	1325153	1326436	634.7	356	https://www.orthodb.org/v10?query=4732at1161	phosphoribosylamine--glycine ligase
